Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound InChIKey,Compound Broad Identifier,Control Type,Quality Control,Channels,Percentage Inhibition (DPC),Hit Compound (over 75% activity),Phenotype Annotation Level,Number of Cells (DPC)
20200313_CoV-2_P54,B12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"1,2",control,well level,6787
20200313_CoV-2_P54,C1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,BMS-1,O=C([C@H]1N(CC2=C(OC)C=C(OCC3=C(C)C(C4=CC=CC=C4)=CC=C3)C=C2OC)CCCC1)O,"(2S)-1-[[2,6-dimethoxy-4-[(2-methyl-3-phenyl-phenyl)methoxy]phenyl]methyl]piperidine-2-carboxylic acid",91663303,https://pubchem.ncbi.nlm.nih.gov/compound/91663303,https://www.ebi.ac.uk/unichem/rest/inchikey/ZBOYJODMIAUJHH-SANMLTNESA-N,ZBOYJODMIAUJHH-SANMLTNESA-N,BRD-K04032780-001-01-8,,pass,cell body,"-0,08",no,well level,6523
20200313_CoV-2_P54,C2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,SERTRALINE HYDROCHLORIDE,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc12,"(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-tetralin-1-amine",9882979,https://pubchem.ncbi.nlm.nih.gov/compound/9882979,https://www.ebi.ac.uk/unichem/rest/inchikey/VGKDLMBJGBXTGI-YVEFUNNKSA-N,VGKDLMBJGBXTGI-YVEFUNNKSA-N,,,pass,cell body,"5,58",no,well level,7691
20200313_CoV-2_P54,C3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,GW-441756,CN1C=C(C=C2C(=O)NC3=CC=CN=C23)C2=C1C=CC=C2,"1,3-Dihydro-3-[(1-methyl-1H-indol-3-yl)methylene]-2H-pyrrolo[3,2-b]pyridin-2-one",9943465,https://pubchem.ncbi.nlm.nih.gov/compound/9943465,https://www.ebi.ac.uk/unichem/rest/inchikey/NXNQLECPAXXYTR-LCYFTJDESA-N,NXNQLECPAXXYTR-LCYFTJDESA-N,"BRD-K41312087-001-02-7,BRD-K41312087-001-01-9",,pass,cell body,"-4,11",no,well level,5691
20200313_CoV-2_P54,C4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Ascomycin (FK520),CCC1\C=C(C)\CC(C)CC(OC)C2OC(O)(C(C)CC2OC)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)C(O)CC1=O)C(\C)=C\C1CCC(O)C(C1)OC,"(1R,9S,12S,13R,14S,17R,21S,23S,24R,25S,27R)-17-ethyl-1,14-dihydroxy-12-{(E)-2-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]-1-methylethenyl}-23,25-dimethoxy-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricy clo[22.3.1.0~4,9~]octacos-18-ene-2,3,10,16-tetrone",6507974,https://pubchem.ncbi.nlm.nih.gov/compound/6507974,https://www.ebi.ac.uk/unichem/rest/inchikey/ZDQSOHOQTUFQEM-AMASXYNMSA-N,ZDQSOHOQTUFQEM-AMASXYNMSA-N,,,pass,cell body,"-2,1",no,well level,6107
20200313_CoV-2_P54,C5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"Fedratinib (SAR302503, TG101348)",Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C,N-(tert-butyl)-3-[(5-methyl-2-{4-[2-(1-pyrrolidinyl)ethoxy]anilino}-4-pyrimidinyl)amino]benzenesulfonamide,16722836,https://pubchem.ncbi.nlm.nih.gov/compound/16722836,https://www.ebi.ac.uk/unichem/rest/inchikey/JOOXLOJCABQBSG-UHFFFAOYSA-N,JOOXLOJCABQBSG-UHFFFAOYSA-N,"BRD-K12502280-001-11-4,BRD-K12502280-001-08-0",,pass,cell body,"-2,07",no,well level,6113
20200313_CoV-2_P54,C6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Hygromycin B,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H]3OC4(O[C@@H]3[C@@H]2O)O[C@H](C(N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,"(3'R,3aS,4S,4'S,5'R,6R,6'R,7S,7aS)-6-(hydroxymethyl)-4-[(1R,2S,3R,5S,6R)-3-amino-2,6-dihydroxy-5-(methylamino)cyclohexoxy]-6'-[(1S)-1-amino-2-hydroxy-ethyl]spiro[4,6,7,7a-tetrahydro-3aH-[1,3]dioxolo[4 ,5-c]pyran-2,2'-tetrahydropyran]-3',4',5',7-tetrol",129010089,https://pubchem.ncbi.nlm.nih.gov/compound/129010089,https://www.ebi.ac.uk/unichem/rest/inchikey/GRRNUXAQVGOGFE-RVILPDFOSA-N,GRRNUXAQVGOGFE-RVILPDFOSA-N,,,pass,cell body,"-7,71",no,well level,4950
20200313_CoV-2_P54,C7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,LY2140023 (LY404039),N[C@]1(CS(=O)(=O)[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O,"(1R,4S,5S,6S)-4-amino-2-thiabicyclo[3.1.0]hexane-4,6-dicarboxylic acid 2,2-dioxide",9834591,https://pubchem.ncbi.nlm.nih.gov/compound/9834591,https://www.ebi.ac.uk/unichem/rest/inchikey/AVDUGNCTZRCAHH-MDASVERJSA-N,AVDUGNCTZRCAHH-MDASVERJSA-N,"BRD-K49519144-001-04-6,BRD-K49519144-001-03-8",,pass,cell body,"-1,39",no,well level,6254
20200313_CoV-2_P54,C8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,AZD3988,O=C(NC3=CC=[C@@]([C@H]4CC[C@H](CC(O)=O)CC4)C=C3)C1=NN=C(NC2=CC(F)=C(F)C=C2)O1,"trans-4-[-[[[5-[(3,4-Difluorophenyl)amino]-1,3,4-oxadiazol-2-yl]carbonyl]amino]phenyl]cyclohexaneacetic acid",,,https://www.ebi.ac.uk/unichem/rest/inchikey/NGEBYTLALFOQKI-HDJSIYSDSA-N,NGEBYTLALFOQKI-HDJSIYSDSA-N,"BRD-K73984371-001-02-9,BRD-K73984371-001-01-1",,pass,cell body,"10,07",no,well level,8618
20200313_CoV-2_P54,C9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Ibuprofen Lysine (NeoProfen),NCCCC[C@H](N)C(O)=O.CC(C)Cc1ccc(cc1)C(C)C(O)=O,2-(4-isobutylphenyl)propanoic acid,15009332,https://pubchem.ncbi.nlm.nih.gov/compound/15009332,https://www.ebi.ac.uk/unichem/rest/inchikey/IHHXIUAEPKVVII-APFIOPMWSA-N,IHHXIUAEPKVVII-APFIOPMWSA-N,"BRD-M64062803-001-03-9,BRD-M64062803-001-02-1,BRD-M64062803-001-04-7",,pass,cell body,"-6,67",no,well level,5164
20200313_CoV-2_P54,C10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Eprosartan Mesylate,CCCCc1ncc(\C=C(/Cc2cccs2)C(O)=O)n1Cc1ccc(cc1)C(O)=O,4-({2-butyl-5-[(1E)-2-carboxy-3-(2-thienyl)-1-propenyl]-1H-imidazol-1-yl}methyl)benzoic acid,5281037,https://pubchem.ncbi.nlm.nih.gov/compound/5281037,https://www.ebi.ac.uk/unichem/rest/inchikey/OROAFUQRIXKEMV-LDADJPATSA-N,OROAFUQRIXKEMV-LDADJPATSA-N,"BRD-K67977190-066-02-3,BRD-K67977190-066-03-1",,pass,cell body,"1,57",no,well level,6864
20200313_CoV-2_P54,C11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Indacaterol Maleate,CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,"5-{(1R)-2-[(5,6-diethyl-2,3-dihydro-1H-inden-2-yl)amino]-1-hydroxyethyl}-8-hydroxy-2(1H)-quinolinone",6918554,https://pubchem.ncbi.nlm.nih.gov/compound/6918554,https://www.ebi.ac.uk/unichem/rest/inchikey/QZZUEBNBZAPZLX-QFIPXVFZSA-N,QZZUEBNBZAPZLX-QFIPXVFZSA-N,"BRD-K89208535-050-02-9,BRD-K89208535-051-01-5",,pass,cell body,"-3,28",no,well level,5863
20200313_CoV-2_P54,C12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"1,82",control,well level,6916
20200313_CoV-2_P54,D1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Gabexate (mesylate),O=C(OCC)C1=CC=C(OC(CCCCCNC(N)=N)=O)C=C1,ethyl 4-(6-guanidinohexanoyloxy)benzoate,3447,https://pubchem.ncbi.nlm.nih.gov/compound/3447,https://www.ebi.ac.uk/unichem/rest/inchikey/YKGYIDJEEQRWQH-UHFFFAOYSA-N,YKGYIDJEEQRWQH-UHFFFAOYSA-N,"BRD-K59256312-066-17-3,BRD-K59256312-066-13-2,BRD-K59256312-066-16-5,BRD-K59256312-066-15-7,BRD-K59256312-066-14-0",,pass,cell body,"0,69",no,well level,6682
20200313_CoV-2_P54,D2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ZOXAZOLAMINE,Nc1nc2cc(Cl)ccc2o1,"5-chloro-1,3-benzoxazol-2-amine",6103,https://pubchem.ncbi.nlm.nih.gov/compound/6103,https://www.ebi.ac.uk/unichem/rest/inchikey/YGCODSQDUUUKIV-UHFFFAOYSA-N,YGCODSQDUUUKIV-UHFFFAOYSA-N,"BRD-K66353228-001-15-9,BRD-K66353228-001-14-6,BRD-K66353228-001-13-8",,pass,cell body,"5,71",no,well level,7718
20200313_CoV-2_P54,D3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ASP-2535,CC(C)C1=NN=C(C4=CN=C(C5=CC=CC=C5)C=C4)N1C3=CC=CC2=NON=C23,"4-[3-(1-Methylethyl)-5-(6-phenyl-3-pyridinyl)-4H-1,2,4-triazol-4-yl]-2,1,3-benzoxadiazole",9800113,https://pubchem.ncbi.nlm.nih.gov/compound/9800113,https://www.ebi.ac.uk/unichem/rest/inchikey/FQGLDGKVKDPVLO-UHFFFAOYSA-N,FQGLDGKVKDPVLO-UHFFFAOYSA-N,"BRD-K07150325-001-02-5,BRD-K07150325-001-01-7",,pass,cell body,"5,02",no,well level,7575
20200313_CoV-2_P54,D4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Dioscin (Collettiside III),C[C@@H]1[C@@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](CC[C@]5(C)[C@@H]4CC[C@]23C)O[C@@H]2O[C@@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)O[C@]11CC[C@@H](C)CO1,"(2S,3R,4R,5R,6S)-2-methyl-6-[(2R,3S,4S,5R,6R)-4-hydroxy-2-(hydroxymethyl)-6-[(1S,2S,4S,5'R,6R,7S,8R,9S,12S,13R,16S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'- tetrahydropyran]-16-yl]oxy-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxy-tetrahydropyran-3-yl]oxy-tetrahydropyran-3,4,5-triol",129010051,https://pubchem.ncbi.nlm.nih.gov/compound/129010051,https://www.ebi.ac.uk/unichem/rest/inchikey/VNONINPVFQTJOC-OXSREHLTSA-N,VNONINPVFQTJOC-OXSREHLTSA-N,,,pass,cell body,"12,25",no,well level,9067
20200313_CoV-2_P54,D5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Tetrandrine (Fanchinine),COc1ccc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(Oc5cc6[C@H](Cc7ccc(Oc1c2)cc7)N(C)CCc6cc5OC)c34,"(1S,14S)-9,20,21,25-tetramethoxy-15,30-dimethyl-7,23-dioxa-15,30-diazaheptacyclo[22.6.2.2~3,6~.1~8,12~.1~14,18~.0~22,33~.0~27,31~]hexatriaconta-3,5,8(34),9,11,18(33),19,21,24,26,31,35-dodecaene",73078,https://pubchem.ncbi.nlm.nih.gov/compound/73078,https://www.ebi.ac.uk/unichem/rest/inchikey/WVTKBKWTSCPRNU-KYJUHHDHSA-N,WVTKBKWTSCPRNU-KYJUHHDHSA-N,"BRD-K08078237-001-19-8,BRD-K08078237-001-20-6",,pass,cell body,"9,46",no,well level,8492
20200313_CoV-2_P54,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Y-320,Cc1c(cnn1-c1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCC(CC2)N2CCOCC2)c(c1)C#N,1-(4-chlorophenyl)-N-{3-cyano-4-[4-(4-morpholinyl)-1-piperidinyl]phenyl}-5-methyl-1H-pyrazole-4-carboxamide,22227931,https://pubchem.ncbi.nlm.nih.gov/compound/22227931,https://www.ebi.ac.uk/unichem/rest/inchikey/BWZNJVZTAWBIFG-UHFFFAOYSA-N,BWZNJVZTAWBIFG-UHFFFAOYSA-N,"BRD-K96259238-001-01-4,BRD-K96259238-001-02-9",,pass,cell body,"-6,48",no,well level,5203
20200313_CoV-2_P54,D7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Sodium orthovanadate,O[V](O)(O)=O,trioxido(oxo)vanadium,417214,https://pubchem.ncbi.nlm.nih.gov/compound/417214,https://www.ebi.ac.uk/unichem/rest/inchikey/WQEVDHBJGNOKKO-UHFFFAOYSA-K,WQEVDHBJGNOKKO-UHFFFAOYSA-K,"BRD-K60600693-314-02-4,BRD-K60600693-314-03-2",,pass,cell body,"1,6",no,well level,6870
20200313_CoV-2_P54,D8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,YM-976,CCN1C(=O)N=C(C2=CC=CC(Cl)=C2)C2=C1N=C(CC)C=C2,"4-(3-Chlorophenyl)-1,7-diethylpyrido[2,3-d]pyrimidin-2(1H)-one",6604918,https://pubchem.ncbi.nlm.nih.gov/compound/6604918,https://www.ebi.ac.uk/unichem/rest/inchikey/MNHXYNNKDDXKNP-UHFFFAOYSA-N,MNHXYNNKDDXKNP-UHFFFAOYSA-N,"BRD-K12932420-001-03-1,BRD-K12932420-001-04-9,BRD-K12932420-001-02-3",,pass,cell body,"6,16",no,well level,7812
20200313_CoV-2_P54,D9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ETP-46464,CC(C)(C#N)c1ccc(cc1)N1C(=O)OCc2cnc3ccc(cc3c12)-c1cnc2ccccc2c1,"2-methyl-2-[4-(2-oxo-9-(3-quinolinyl)-2H-[1,3]oxazino[5,4-c]quinolin-1(4H)-yl)phenyl]propanenitrile",72199292,https://pubchem.ncbi.nlm.nih.gov/compound/72199292,https://www.ebi.ac.uk/unichem/rest/inchikey/DPLMXAYKJZOTKO-UHFFFAOYSA-N,DPLMXAYKJZOTKO-UHFFFAOYSA-N,"BRD-K24556407-001-02-3,BRD-K24556407-001-01-5",,pass,cell body,"16,75",no,well level,9997
20200313_CoV-2_P54,D10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Lithocholic acid,C[C@H](CCC(O)=O)[C@@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,"(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",73707448,https://pubchem.ncbi.nlm.nih.gov/compound/73707448,https://www.ebi.ac.uk/unichem/rest/inchikey/SMEROWZSTRWXGI-JKTPOEMPSA-N,SMEROWZSTRWXGI-JKTPOEMPSA-N,,,pass,cell body,"-6,37",no,well level,5226
20200313_CoV-2_P54,D11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,CHIR-99021 (CT99021) HCl,Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl,"6-[(2-{[4-(2,4-dichlorophenyl)-5-(4-methyl-1H-imidazol-2-yl)-2-pyrimidinyl]amino}ethyl)amino]nicotinonitrile",9956119,https://pubchem.ncbi.nlm.nih.gov/compound/9956119,https://www.ebi.ac.uk/unichem/rest/inchikey/AQGNHMOJWBZFQQ-UHFFFAOYSA-N,AQGNHMOJWBZFQQ-UHFFFAOYSA-N,"BRD-K16189898-003-03-3,BRD-K16189898-001-21-9,BRD-K16189898-001-12-8",,pass,cell body,"1,73",no,well level,6896
20200313_CoV-2_P54,D12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"-0,64",control,well level,6407
20200313_CoV-2_P54,E1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Pleconaril,FC(C1=NC(C2=CC(C)=C(OCCCC3=CC(C)=NO3)C(C)=C2)=NO1)(F)F,"3-[3,5-dimethyl-4-[3-(3-methylisoxazol-5-yl)propoxy]phenyl]-5-(trifluoromethyl)-1,2,4-oxadiazole",1684,https://pubchem.ncbi.nlm.nih.gov/compound/1684,https://www.ebi.ac.uk/unichem/rest/inchikey/KQOXLKOJHVFTRN-UHFFFAOYSA-N,KQOXLKOJHVFTRN-UHFFFAOYSA-N,"BRD-K27625831-001-02-9,BRD-K27625831-001-01-1",,pass,cell body,"-2,6",no,well level,6004
20200313_CoV-2_P54,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,IRBESARTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,"2-butyl-3-[[4-[2-(1H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one",3749,https://pubchem.ncbi.nlm.nih.gov/compound/3749,https://www.ebi.ac.uk/unichem/rest/inchikey/YOSHYTLCDANDAN-UHFFFAOYSA-N,YOSHYTLCDANDAN-UHFFFAOYSA-N,"BRD-K60038276-001-09-0,BRD-K60038276-001-12-9,BRD-K60038276-001-08-2",,pass,cell body,"-3,98",no,well level,5718
20200313_CoV-2_P54,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ceramide,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(C)=O,"N-[(E,1S,2R)-2-hydroxy-1-(hydroxymethyl)heptadec-3-enyl]acetamide",5497136,https://pubchem.ncbi.nlm.nih.gov/compound/5497136,https://www.ebi.ac.uk/unichem/rest/inchikey/BLTCBVOJNNKFKC-QUDYQQOWSA-N,BLTCBVOJNNKFKC-QUDYQQOWSA-N,BRD-K41707108-001-05-6,,pass,cell body,"-2,83",no,well level,5955
20200313_CoV-2_P54,E4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ABT-737,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,4-[4-[[2-(4-chlorophenyl)phenyl]methyl]piperazin-1-yl]-N-[3-nitro-4-[[(1R)-3-(dimethylamino)-1-(phenylsulfanylmethyl)propyl]amino]phenyl]sulfonyl-benzamide,11228183,https://pubchem.ncbi.nlm.nih.gov/compound/11228183,https://www.ebi.ac.uk/unichem/rest/inchikey/HPLNQCPCUACXLM-PGUFJCEWSA-N,HPLNQCPCUACXLM-PGUFJCEWSA-N,"BRD-K56301217-001-10-8,BRD-K56301217-001-07-4,BRD-K56301217-001-01-7,BRD-K56301217-001-12-4",,pass,cell body,"63,06",no,well level,19552
20200313_CoV-2_P54,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Tandutinib (MLN518),COc1cc2c(ncnc2cc1OCCCN1CCCCC1)N1CCN(CC1)C(=O)Nc1ccc(OC(C)C)cc1,N-(4-isopropoxyphenyl)-4-{6-methoxy-7-[3-(1-piperidinyl)propoxy]-4-quinazolinyl}-1-piperazinecarboxamide,3038522,https://pubchem.ncbi.nlm.nih.gov/compound/3038522,https://www.ebi.ac.uk/unichem/rest/inchikey/UXXQOJXBIDBUAC-UHFFFAOYSA-N,UXXQOJXBIDBUAC-UHFFFAOYSA-N,"BRD-K89162000-001-12-9,BRD-K89162000-001-07-2,BRD-K89162000-001-06-4",,pass,cell body,"0,98",no,well level,6743
20200313_CoV-2_P54,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,abemaciclib (LY2835219),CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,N-{5-[(4-ethyl-1-piperazinyl)methyl]-2-pyridinyl}-5-fluoro-4-(4-fluoro-1-isopropyl-2-methyl-1H-benzimidazol-6-yl)-2-pyrimidinamine,46220502,https://pubchem.ncbi.nlm.nih.gov/compound/46220502,https://www.ebi.ac.uk/unichem/rest/inchikey/UZWDCWONPYILKI-UHFFFAOYSA-N,UZWDCWONPYILKI-UHFFFAOYSA-N,"BRD-K33622447-066-01-9,BRD-K33622447-001-03-9",,pass,cell body,"-1,49",no,well level,6233
20200313_CoV-2_P54,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,CRT0044876,OC(=O)c1cc2cccc([N+]([O-])=O)c2[nH]1,7-nitro-1H-indole-2-carboxylic acid,81409,https://pubchem.ncbi.nlm.nih.gov/compound/81409,https://www.ebi.ac.uk/unichem/rest/inchikey/BIUCOFQROHIAEO-UHFFFAOYSA-N,BIUCOFQROHIAEO-UHFFFAOYSA-N,"BRD-K02816415-001-01-9,BRD-K02816415-001-02-7",,pass,cell body,"-1,2",no,well level,6293
20200313_CoV-2_P54,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"3,3'-dichlorobenzaldazine",ClC1=CC(=CC=C1)\N=C\N=C\C1=CC(Cl)=CC=C1,[(3-Chlorophenyl)methylene]hydrazone-3-chlorobenzaldehyde,6861557,https://pubchem.ncbi.nlm.nih.gov/compound/6861557,https://www.ebi.ac.uk/unichem/rest/inchikey/XMOVWXSCYLINBJ-BEQMOXJMSA-N,XMOVWXSCYLINBJ-BEQMOXJMSA-N,"BRD-K82903013-001-02-9,BRD-K82903013-001-01-4",,pass,cell body,"-2,7",no,well level,5982
20200313_CoV-2_P54,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,BIX 01294,COc1cc2nc(nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC)N5CCCN(C)CC5,"N-(1-benzyl-4-piperidinyl)-6,7-dimethoxy-2-(4-methyl-1,4-diazepan-1-yl)-4-quinazolinamine",25150857,https://pubchem.ncbi.nlm.nih.gov/compound/25150857,https://www.ebi.ac.uk/unichem/rest/inchikey/OSXFATOLZGZLSK-UHFFFAOYSA-N,OSXFATOLZGZLSK-UHFFFAOYSA-N,"BRD-K26818574-001-06-3,BRD-K26818574-305-08-4,BRD-K26818574-305-04-3,BRD-K26818574-305-07-6",,pass,cell body,"13,28",no,well level,9280
