Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Identifier,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound Broad Identifier,Control Type,Channels,Compound Concentration (microMolar),Percentage Inhibition (DPC),Cells - Number of Objects,Hit Compound (over 75% activity),Phenoptye Annotation Level
ESP0025946,B9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K35781423,SANT-2,ClC1=CC=C(NC(C4=CC(OCC)=C(OCC)C(OCC)=C4)=O)C=C1C3=NC2=CC=CC=C2N3,"N-[3-(1H-Benzimidazol-2-yl)-4-chlorophenyl]-3,4,5-triethoxybenzamide",1367095,https://pubchem.ncbi.nlm.nih.gov/compound/1367095,https://www.ebi.ac.uk/unichem/rest/inchikey/VQOJFGFKIVFMDH-UHFFFAOYSA-N,"BRD-K35781423-001-02-4,BRD-K35781423-001-01-6,BRD-K35781423-001-03-9",,cell body,63292,"27,02",18335,yes,well level
ESP0025946,B10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K49900195,WYE-687,O=C(OC)NC(C=C4)=CC=C4C1=NC(N3CCOCC3)=C2C(N(C5CCN(CC6=CN=CC=C6)CC5)N=C2)=N1,"N-[4-[4-(4-Morpholinyl)-1-[1-(3-pyridinylmethyl)-4-piperidinyl]-1H-pyrazolo[3,4-d]pyrimidin-6-yl]phenyl]-carbamic acid methyl ester hydrochloride",25229450,https://pubchem.ncbi.nlm.nih.gov/compound/25229450,https://www.ebi.ac.uk/unichem/rest/inchikey/VDOCQQKGPJENHJ-UHFFFAOYSA-N,"BRD-K49900195-300-01-8,BRD-K49900195-300-02-9",,cell body,63292,"-43,86",8693,yes,well level
ESP0025946,B11,,,,,,,,,,,,,,,,,,positive,cell body,0,"0,72",14758,,
ESP0025946,B12,,,,,,,,,,,,,,,,,,negative,cell body,0,"100,85",28379,,
ESP0025946,C1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K45385835,SX-011,O=C(C(N(C)C)=O)C2=CN(C)C1=CC(Cl)=C(C(N3CCC(CC4=CC=C(F)C=C4)CC3)=O)C=C12,"2-(6-chloro-5-{[4-(4-fluorobenzyl)-1-piperidinyl]carbonyl}-1-methyl-1H-indol-3-yl)-N,N-dimethyl-2-oxoacetamide",9935015,https://pubchem.ncbi.nlm.nih.gov/compound/9935015,https://www.ebi.ac.uk/unichem/rest/inchikey/GUTYHDCSDBBMGW-UHFFFAOYSA-N,"BRD-K45385835-001-03-2,BRD-K45385835-001-02-4",,cell body,20028,"18,55",17183,yes,well level
ESP0025946,C2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K77139516,ESI-09,CC(C)(C)C1=CC(C(/C(C#N)=N/NC2=CC=CC(Cl)=C2)=O)=NO1,(2E)-3-(5-tert-butyl-3-isoxazolyl)-2-[(3-chlorophenyl)hydrazono]-3-oxopropanenitrile,6077765,https://pubchem.ncbi.nlm.nih.gov/compound/6077765,https://www.ebi.ac.uk/unichem/rest/inchikey/DXEATJQGQHDURZ-DEDYPNTBSA-N,"BRD-K77139516-001-01-4,BRD-K77139516-001-02-2",,cell body,20028,"25,3",18102,yes,well level
ESP0025946,C6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K91370081,anisomycin,O[C@H]1CN[C@H](CC2=CC=C(OC)C=C2)[C@@H]1OC(C)=O,"(2R,3S,4S)-2-[(4-Methoxyphenyl)methyl]-3,4-pyrrolidinediol 3-acetate",253602,https://pubchem.ncbi.nlm.nih.gov/compound/253602,https://www.ebi.ac.uk/unichem/rest/inchikey/YKJYKKNCCRKFSL-RDBSUJKOSA-N,"BRD-K91370081-001-25-1,BRD-K91370081-001-26-9",,cell body,20028,"82,23",25845,yes,well level
ESP0025946,C9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K35781423,SANT-2,ClC1=CC=C(NC(C4=CC(OCC)=C(OCC)C(OCC)=C4)=O)C=C1C3=NC2=CC=CC=C2N3,"N-[3-(1H-Benzimidazol-2-yl)-4-chlorophenyl]-3,4,5-triethoxybenzamide",1367095,https://pubchem.ncbi.nlm.nih.gov/compound/1367095,https://www.ebi.ac.uk/unichem/rest/inchikey/VQOJFGFKIVFMDH-UHFFFAOYSA-N,"BRD-K35781423-001-02-4,BRD-K35781423-001-01-6,BRD-K35781423-001-03-9",,cell body,20028,"-9,53",13363,yes,well level
ESP0025946,C10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K49900195,WYE-687,O=C(OC)NC(C=C4)=CC=C4C1=NC(N3CCOCC3)=C2C(N(C5CCN(CC6=CN=CC=C6)CC5)N=C2)=N1,"N-[4-[4-(4-Morpholinyl)-1-[1-(3-pyridinylmethyl)-4-piperidinyl]-1H-pyrazolo[3,4-d]pyrimidin-6-yl]phenyl]-carbamic acid methyl ester hydrochloride",25229450,https://pubchem.ncbi.nlm.nih.gov/compound/25229450,https://www.ebi.ac.uk/unichem/rest/inchikey/VDOCQQKGPJENHJ-UHFFFAOYSA-N,"BRD-K49900195-300-01-8,BRD-K49900195-300-02-9",,cell body,20028,"-37,52",9556,yes,well level
ESP0025946,C11,,,,,,,,,,,,,,,,,,positive,cell body,0,-5,13980,,
ESP0025946,C12,,,,,,,,,,,,,,,,,,negative,cell body,0,"98,75",28093,,
ESP0025946,D1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K45385835,SX-011,O=C(C(N(C)C)=O)C2=CN(C)C1=CC(Cl)=C(C(N3CCC(CC4=CC=C(F)C=C4)CC3)=O)C=C12,"2-(6-chloro-5-{[4-(4-fluorobenzyl)-1-piperidinyl]carbonyl}-1-methyl-1H-indol-3-yl)-N,N-dimethyl-2-oxoacetamide",9935015,https://pubchem.ncbi.nlm.nih.gov/compound/9935015,https://www.ebi.ac.uk/unichem/rest/inchikey/GUTYHDCSDBBMGW-UHFFFAOYSA-N,"BRD-K45385835-001-03-2,BRD-K45385835-001-02-4",,cell body,"0,63382","22,96",17783,yes,well level
ESP0025946,D2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K77139516,ESI-09,CC(C)(C)C1=CC(C(/C(C#N)=N/NC2=CC=CC(Cl)=C2)=O)=NO1,(2E)-3-(5-tert-butyl-3-isoxazolyl)-2-[(3-chlorophenyl)hydrazono]-3-oxopropanenitrile,6077765,https://pubchem.ncbi.nlm.nih.gov/compound/6077765,https://www.ebi.ac.uk/unichem/rest/inchikey/DXEATJQGQHDURZ-DEDYPNTBSA-N,"BRD-K77139516-001-01-4,BRD-K77139516-001-02-2",,cell body,"0,63382","-1,09",14512,yes,well level
ESP0025946,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K91370081,anisomycin,O[C@H]1CN[C@H](CC2=CC=C(OC)C=C2)[C@@H]1OC(C)=O,"(2R,3S,4S)-2-[(4-Methoxyphenyl)methyl]-3,4-pyrrolidinediol 3-acetate",253602,https://pubchem.ncbi.nlm.nih.gov/compound/253602,https://www.ebi.ac.uk/unichem/rest/inchikey/YKJYKKNCCRKFSL-RDBSUJKOSA-N,"BRD-K91370081-001-25-1,BRD-K91370081-001-26-9",,cell body,"0,63382","91,86",27155,yes,well level
ESP0025946,D9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K35781423,SANT-2,ClC1=CC=C(NC(C4=CC(OCC)=C(OCC)C(OCC)=C4)=O)C=C1C3=NC2=CC=CC=C2N3,"N-[3-(1H-Benzimidazol-2-yl)-4-chlorophenyl]-3,4,5-triethoxybenzamide",1367095,https://pubchem.ncbi.nlm.nih.gov/compound/1367095,https://www.ebi.ac.uk/unichem/rest/inchikey/VQOJFGFKIVFMDH-UHFFFAOYSA-N,"BRD-K35781423-001-02-4,BRD-K35781423-001-01-6,BRD-K35781423-001-03-9",,cell body,"0,63382","-2,92",14262,yes,well level
ESP0025946,D10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K49900195,WYE-687,O=C(OC)NC(C=C4)=CC=C4C1=NC(N3CCOCC3)=C2C(N(C5CCN(CC6=CN=CC=C6)CC5)N=C2)=N1,"N-[4-[4-(4-Morpholinyl)-1-[1-(3-pyridinylmethyl)-4-piperidinyl]-1H-pyrazolo[3,4-d]pyrimidin-6-yl]phenyl]-carbamic acid methyl ester hydrochloride",25229450,https://pubchem.ncbi.nlm.nih.gov/compound/25229450,https://www.ebi.ac.uk/unichem/rest/inchikey/VDOCQQKGPJENHJ-UHFFFAOYSA-N,"BRD-K49900195-300-01-8,BRD-K49900195-300-02-9",,cell body,"0,63382","-21,7",11708,yes,well level
ESP0025946,D11,,,,,,,,,,,,,,,,,,positive,cell body,0,"0,52",14730,,
ESP0025946,D12,,,,,,,,,,,,,,,,,,negative,cell body,0,"101,84",28513,,
ESP0025946,E1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K45385835,SX-011,O=C(C(N(C)C)=O)C2=CN(C)C1=CC(Cl)=C(C(N3CCC(CC4=CC=C(F)C=C4)CC3)=O)C=C12,"2-(6-chloro-5-{[4-(4-fluorobenzyl)-1-piperidinyl]carbonyl}-1-methyl-1H-indol-3-yl)-N,N-dimethyl-2-oxoacetamide",9935015,https://pubchem.ncbi.nlm.nih.gov/compound/9935015,https://www.ebi.ac.uk/unichem/rest/inchikey/GUTYHDCSDBBMGW-UHFFFAOYSA-N,"BRD-K45385835-001-03-2,BRD-K45385835-001-02-4",,cell body,"0,20058","18,84",17222,yes,well level
ESP0025946,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K77139516,ESI-09,CC(C)(C)C1=CC(C(/C(C#N)=N/NC2=CC=CC(Cl)=C2)=O)=NO1,(2E)-3-(5-tert-butyl-3-isoxazolyl)-2-[(3-chlorophenyl)hydrazono]-3-oxopropanenitrile,6077765,https://pubchem.ncbi.nlm.nih.gov/compound/6077765,https://www.ebi.ac.uk/unichem/rest/inchikey/DXEATJQGQHDURZ-DEDYPNTBSA-N,"BRD-K77139516-001-01-4,BRD-K77139516-001-02-2",,cell body,"0,20058","9,01",15886,yes,well level
ESP0025946,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K91370081,anisomycin,O[C@H]1CN[C@H](CC2=CC=C(OC)C=C2)[C@@H]1OC(C)=O,"(2R,3S,4S)-2-[(4-Methoxyphenyl)methyl]-3,4-pyrrolidinediol 3-acetate",253602,https://pubchem.ncbi.nlm.nih.gov/compound/253602,https://www.ebi.ac.uk/unichem/rest/inchikey/YKJYKKNCCRKFSL-RDBSUJKOSA-N,"BRD-K91370081-001-25-1,BRD-K91370081-001-26-9",,cell body,"0,20058","45,51",20851,yes,well level
ESP0025946,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K35781423,SANT-2,ClC1=CC=C(NC(C4=CC(OCC)=C(OCC)C(OCC)=C4)=O)C=C1C3=NC2=CC=CC=C2N3,"N-[3-(1H-Benzimidazol-2-yl)-4-chlorophenyl]-3,4,5-triethoxybenzamide",1367095,https://pubchem.ncbi.nlm.nih.gov/compound/1367095,https://www.ebi.ac.uk/unichem/rest/inchikey/VQOJFGFKIVFMDH-UHFFFAOYSA-N,"BRD-K35781423-001-02-4,BRD-K35781423-001-01-6,BRD-K35781423-001-03-9",,cell body,"0,20058","5,81",15450,yes,well level
ESP0025946,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K49900195,WYE-687,O=C(OC)NC(C=C4)=CC=C4C1=NC(N3CCOCC3)=C2C(N(C5CCN(CC6=CN=CC=C6)CC5)N=C2)=N1,"N-[4-[4-(4-Morpholinyl)-1-[1-(3-pyridinylmethyl)-4-piperidinyl]-1H-pyrazolo[3,4-d]pyrimidin-6-yl]phenyl]-carbamic acid methyl ester hydrochloride",25229450,https://pubchem.ncbi.nlm.nih.gov/compound/25229450,https://www.ebi.ac.uk/unichem/rest/inchikey/VDOCQQKGPJENHJ-UHFFFAOYSA-N,"BRD-K49900195-300-01-8,BRD-K49900195-300-02-9",,cell body,"0,20058","-22,94",11539,yes,well level
ESP0025946,E11,,,,,,,,,,,,,,,,,,positive,cell body,0,"0,66",14749,,
ESP0025946,E12,,,,,,,,,,,,,,,,,,negative,cell body,0,"101,19",28425,,
ESP0025946,F1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K45385835,SX-011,O=C(C(N(C)C)=O)C2=CN(C)C1=CC(Cl)=C(C(N3CCC(CC4=CC=C(F)C=C4)CC3)=O)C=C12,"2-(6-chloro-5-{[4-(4-fluorobenzyl)-1-piperidinyl]carbonyl}-1-methyl-1H-indol-3-yl)-N,N-dimethyl-2-oxoacetamide",9935015,https://pubchem.ncbi.nlm.nih.gov/compound/9935015,https://www.ebi.ac.uk/unichem/rest/inchikey/GUTYHDCSDBBMGW-UHFFFAOYSA-N,"BRD-K45385835-001-03-2,BRD-K45385835-001-02-4",,cell body,"0,06347","22,61",17736,yes,well level
ESP0025946,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K77139516,ESI-09,CC(C)(C)C1=CC(C(/C(C#N)=N/NC2=CC=CC(Cl)=C2)=O)=NO1,(2E)-3-(5-tert-butyl-3-isoxazolyl)-2-[(3-chlorophenyl)hydrazono]-3-oxopropanenitrile,6077765,https://pubchem.ncbi.nlm.nih.gov/compound/6077765,https://www.ebi.ac.uk/unichem/rest/inchikey/DXEATJQGQHDURZ-DEDYPNTBSA-N,"BRD-K77139516-001-01-4,BRD-K77139516-001-02-2",,cell body,"0,06347","-14,88",12635,yes,well level
ESP0025946,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K91370081,anisomycin,O[C@H]1CN[C@H](CC2=CC=C(OC)C=C2)[C@@H]1OC(C)=O,"(2R,3S,4S)-2-[(4-Methoxyphenyl)methyl]-3,4-pyrrolidinediol 3-acetate",253602,https://pubchem.ncbi.nlm.nih.gov/compound/253602,https://www.ebi.ac.uk/unichem/rest/inchikey/YKJYKKNCCRKFSL-RDBSUJKOSA-N,"BRD-K91370081-001-25-1,BRD-K91370081-001-26-9",,cell body,"0,06347","-58,24",6737,yes,well level
ESP0025946,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K35781423,SANT-2,ClC1=CC=C(NC(C4=CC(OCC)=C(OCC)C(OCC)=C4)=O)C=C1C3=NC2=CC=CC=C2N3,"N-[3-(1H-Benzimidazol-2-yl)-4-chlorophenyl]-3,4,5-triethoxybenzamide",1367095,https://pubchem.ncbi.nlm.nih.gov/compound/1367095,https://www.ebi.ac.uk/unichem/rest/inchikey/VQOJFGFKIVFMDH-UHFFFAOYSA-N,"BRD-K35781423-001-02-4,BRD-K35781423-001-01-6,BRD-K35781423-001-03-9",,cell body,"0,06347","-8,62",13487,yes,well level
ESP0025946,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K49900195,WYE-687,O=C(OC)NC(C=C4)=CC=C4C1=NC(N3CCOCC3)=C2C(N(C5CCN(CC6=CN=CC=C6)CC5)N=C2)=N1,"N-[4-[4-(4-Morpholinyl)-1-[1-(3-pyridinylmethyl)-4-piperidinyl]-1H-pyrazolo[3,4-d]pyrimidin-6-yl]phenyl]-carbamic acid methyl ester hydrochloride",25229450,https://pubchem.ncbi.nlm.nih.gov/compound/25229450,https://www.ebi.ac.uk/unichem/rest/inchikey/VDOCQQKGPJENHJ-UHFFFAOYSA-N,"BRD-K49900195-300-01-8,BRD-K49900195-300-02-9",,cell body,"0,06347","-63,7",5995,yes,well level
ESP0025946,F11,,,,,,,,,,,,,,,,,,positive,cell body,0,"-11,24",13131,,
ESP0025946,F12,,,,,,,,,,,,,,,,,,negative,cell body,0,"102,88",28654,,
ESP0025946,G1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K45385835,SX-011,O=C(C(N(C)C)=O)C2=CN(C)C1=CC(Cl)=C(C(N3CCC(CC4=CC=C(F)C=C4)CC3)=O)C=C12,"2-(6-chloro-5-{[4-(4-fluorobenzyl)-1-piperidinyl]carbonyl}-1-methyl-1H-indol-3-yl)-N,N-dimethyl-2-oxoacetamide",9935015,https://pubchem.ncbi.nlm.nih.gov/compound/9935015,https://www.ebi.ac.uk/unichem/rest/inchikey/GUTYHDCSDBBMGW-UHFFFAOYSA-N,"BRD-K45385835-001-03-2,BRD-K45385835-001-02-4",,cell body,"0,02009","-45,86",8421,yes,well level
ESP0025946,G2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K77139516,ESI-09,CC(C)(C)C1=CC(C(/C(C#N)=N/NC2=CC=CC(Cl)=C2)=O)=NO1,(2E)-3-(5-tert-butyl-3-isoxazolyl)-2-[(3-chlorophenyl)hydrazono]-3-oxopropanenitrile,6077765,https://pubchem.ncbi.nlm.nih.gov/compound/6077765,https://www.ebi.ac.uk/unichem/rest/inchikey/DXEATJQGQHDURZ-DEDYPNTBSA-N,"BRD-K77139516-001-01-4,BRD-K77139516-001-02-2",,cell body,"0,02009","-9,44",13375,yes,well level
ESP0025946,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K91370081,anisomycin,O[C@H]1CN[C@H](CC2=CC=C(OC)C=C2)[C@@H]1OC(C)=O,"(2R,3S,4S)-2-[(4-Methoxyphenyl)methyl]-3,4-pyrrolidinediol 3-acetate",253602,https://pubchem.ncbi.nlm.nih.gov/compound/253602,https://www.ebi.ac.uk/unichem/rest/inchikey/YKJYKKNCCRKFSL-RDBSUJKOSA-N,"BRD-K91370081-001-25-1,BRD-K91370081-001-26-9",,cell body,"0,02009","-6,44",13784,yes,well level
ESP0025946,G9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K35781423,SANT-2,ClC1=CC=C(NC(C4=CC(OCC)=C(OCC)C(OCC)=C4)=O)C=C1C3=NC2=CC=CC=C2N3,"N-[3-(1H-Benzimidazol-2-yl)-4-chlorophenyl]-3,4,5-triethoxybenzamide",1367095,https://pubchem.ncbi.nlm.nih.gov/compound/1367095,https://www.ebi.ac.uk/unichem/rest/inchikey/VQOJFGFKIVFMDH-UHFFFAOYSA-N,"BRD-K35781423-001-02-4,BRD-K35781423-001-01-6,BRD-K35781423-001-03-9",,cell body,"0,02009","2,07",14942,yes,well level
ESP0025946,G10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K49900195,WYE-687,O=C(OC)NC(C=C4)=CC=C4C1=NC(N3CCOCC3)=C2C(N(C5CCN(CC6=CN=CC=C6)CC5)N=C2)=N1,"N-[4-[4-(4-Morpholinyl)-1-[1-(3-pyridinylmethyl)-4-piperidinyl]-1H-pyrazolo[3,4-d]pyrimidin-6-yl]phenyl]-carbamic acid methyl ester hydrochloride",25229450,https://pubchem.ncbi.nlm.nih.gov/compound/25229450,https://www.ebi.ac.uk/unichem/rest/inchikey/VDOCQQKGPJENHJ-UHFFFAOYSA-N,"BRD-K49900195-300-01-8,BRD-K49900195-300-02-9",,cell body,"0,02009","3,08",15079,yes,well level
ESP0025946,G11,,,,,,,,,,,,,,,,,,positive,cell body,0,"-10,64",13212,,
ESP0025946,G12,,,,,,,,,,,,,,,,,,negative,cell body,0,"100,68",28355,,
ESP0025946,H1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K45385835,SX-011,O=C(C(N(C)C)=O)C2=CN(C)C1=CC(Cl)=C(C(N3CCC(CC4=CC=C(F)C=C4)CC3)=O)C=C12,"2-(6-chloro-5-{[4-(4-fluorobenzyl)-1-piperidinyl]carbonyl}-1-methyl-1H-indol-3-yl)-N,N-dimethyl-2-oxoacetamide",9935015,https://pubchem.ncbi.nlm.nih.gov/compound/9935015,https://www.ebi.ac.uk/unichem/rest/inchikey/GUTYHDCSDBBMGW-UHFFFAOYSA-N,"BRD-K45385835-001-03-2,BRD-K45385835-001-02-4",,cell body,"0,00636","22,84",17767,yes,well level
ESP0025946,H2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K77139516,ESI-09,CC(C)(C)C1=CC(C(/C(C#N)=N/NC2=CC=CC(Cl)=C2)=O)=NO1,(2E)-3-(5-tert-butyl-3-isoxazolyl)-2-[(3-chlorophenyl)hydrazono]-3-oxopropanenitrile,6077765,https://pubchem.ncbi.nlm.nih.gov/compound/6077765,https://www.ebi.ac.uk/unichem/rest/inchikey/DXEATJQGQHDURZ-DEDYPNTBSA-N,"BRD-K77139516-001-01-4,BRD-K77139516-001-02-2",,cell body,"0,00636","10,79",16127,yes,well level
ESP0025946,H6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K91370081,anisomycin,O[C@H]1CN[C@H](CC2=CC=C(OC)C=C2)[C@@H]1OC(C)=O,"(2R,3S,4S)-2-[(4-Methoxyphenyl)methyl]-3,4-pyrrolidinediol 3-acetate",253602,https://pubchem.ncbi.nlm.nih.gov/compound/253602,https://www.ebi.ac.uk/unichem/rest/inchikey/YKJYKKNCCRKFSL-RDBSUJKOSA-N,"BRD-K91370081-001-25-1,BRD-K91370081-001-26-9",,cell body,"0,00636","-4,36",14066,yes,well level
ESP0025946,H9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K35781423,SANT-2,ClC1=CC=C(NC(C4=CC(OCC)=C(OCC)C(OCC)=C4)=O)C=C1C3=NC2=CC=CC=C2N3,"N-[3-(1H-Benzimidazol-2-yl)-4-chlorophenyl]-3,4,5-triethoxybenzamide",1367095,https://pubchem.ncbi.nlm.nih.gov/compound/1367095,https://www.ebi.ac.uk/unichem/rest/inchikey/VQOJFGFKIVFMDH-UHFFFAOYSA-N,"BRD-K35781423-001-02-4,BRD-K35781423-001-01-6,BRD-K35781423-001-03-9",,cell body,"0,00636","-33,08",10160,yes,well level
ESP0025946,H10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K49900195,WYE-687,O=C(OC)NC(C=C4)=CC=C4C1=NC(N3CCOCC3)=C2C(N(C5CCN(CC6=CN=CC=C6)CC5)N=C2)=N1,"N-[4-[4-(4-Morpholinyl)-1-[1-(3-pyridinylmethyl)-4-piperidinyl]-1H-pyrazolo[3,4-d]pyrimidin-6-yl]phenyl]-carbamic acid methyl ester hydrochloride",25229450,https://pubchem.ncbi.nlm.nih.gov/compound/25229450,https://www.ebi.ac.uk/unichem/rest/inchikey/VDOCQQKGPJENHJ-UHFFFAOYSA-N,"BRD-K49900195-300-01-8,BRD-K49900195-300-02-9",,cell body,"0,00636","6,4",15530,yes,well level
ESP0025946,H11,,,,,,,,,,,,,,,,,,positive,cell body,0,"12,29",16331,,
ESP0025946,H12,,,,,,,,,,,,,,,,,,negative,cell body,0,"95,36",27632,,
ESP0025947,A2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K06496777,AT-1015,O=C(C5CCN(C=O)CC5)NCCN(CC3)CC/C3=C1C(C=CC=C4)=C4C=CC2=C\1C=CC=C2,"N-[2-[4-(5H-Dibenzo[a,d]cyclohepten-5-ylidene)-1-piperidinyl]ethyl]-1-formyl-4-piperidinecarboxamide hydrochloride",9805664,https://pubchem.ncbi.nlm.nih.gov/compound/9805664,https://www.ebi.ac.uk/unichem/rest/inchikey/BSPMYKLEFGUTSI-UHFFFAOYSA-N,"BRD-K06496777-003-02-9,BRD-K06496777-003-01-4",,cell body,20,"91,12",27050,yes,well level
